Customer ID,Age Group,Location,Gender,Family with Children,Dog Breed,Purchase Frequency,Average Spend,Product Preference,Loyalty Program Member,Last Purchase Date
71952901-53bf-46e2-b9ea-96c9345f2fa5,65+,urban,F,yes,German Shepherd,quarterly,158.17,raw,Yes,2023-06-17
b565129a-9a27-45e0-afef-c9a9adae37d6,65+,suburban,F,yes,Great Dane,monthly,110.93,dry,No,2023-08-25
7574a134-e61d-4a72-b3c6-29e35aea2ed9,65+,urban,F,yes,Beagle,weekly,173.8,raw,No,2022-08-10
1906cb30-4225-4fe2-9fcc-540004378bdf,56-65,suburban,M,yes,Dachshund,quarterly,155.2,dry,No,2023-05-01
f146bc0d-b99f-41f8-9f3e-a737fdbdd728,65+,urban,M,yes,Great Dane,quarterly,160.14,wet,Yes,2022-11-26
c3373ba6-743c-404d-b583-59fed1cdea9a,18-25,urban,F,yes,German Shepherd,quarterly,192.15,wet,Yes,2023-05-21
83f96920-c829-4d05-a394-c94604aa8393,36-45,suburban,M,yes,Siberian Husky,quarterly,67.96,grain-free,No,2024-04-04
f67e6a76-1f02-47bd-9fe7-57c0ff35e0e3,56-65,urban,F,yes,Labrador,quarterly,68.18,wet,No,2023-07-06
19f3a7c3-753b-4c64-b6b1-04212ecd4bc5,36-45,suburban,F,no,German Shepherd,quarterly,180.01,dry,Yes,2024-01-02
a8821de5-9180-4c5d-894b-abb541395340,56-65,urban,F,yes,German Shepherd,weekly,159.0,wet,Yes,2023-01-31
cb471a35-e8c5-44d5-ba02-65a1786023dc,36-45,suburban,F,yes,Rottweiler,quarterly,186.78,wet,Yes,2023-12-10
9190e4ac-6ee3-4c97-a672-325f3873b424,26-35,urban,M,no,Boxer,weekly,31.36,dry,No,2023-12-21
ec6f2be3-a022-4105-8f0f-6df5bfe4c4ab,36-45,urban,M,no,Bulldog,monthly,133.0,wet,Yes,2023-09-22
762061fe-462b-49f8-9e96-dd2235a44f62,65+,urban,M,no,Siberian Husky,weekly,46.03,dry,No,2024-01-21
c1e3fcf3-2d1c-4bcc-86cc-f7a9f83ec221,26-35,urban,M,yes,Poodle,monthly,110.7,wet,No,2022-11-22
706735bb-a4fe-4330-a8af-5104110cdb8c,36-45,urban,M,no,Poodle,weekly,48.03,dry,No,2022-08-30
89668096-2116-49c4-8417-7336a2112f04,56-65,suburban,M,no,Beagle,weekly,43.05,raw,Yes,2022-08-26
d0f1f037-4343-4f61-a911-d04b10d5f4ac,56-65,urban,F,yes,Siberian Husky,quarterly,22.19,raw,Yes,2024-04-06
bcc5fd84-54df-4aa0-9f7c-c02840e91a04,56-65,suburban,M,yes,Dachshund,weekly,133.44,grain-free,Yes,2022-08-29
84f660bc-d30b-4aad-9240-a4429ee6c044,46-55,suburban,M,no,Beagle,weekly,84.62,wet,Yes,2023-02-22
9a83f260-8036-4ff5-a887-b9ce8fb28ff4,18-25,suburban,M,no,Beagle,quarterly,38.93,grain-free,No,2023-07-11
793cd053-334a-4bcb-aa37-6574b821c7d8,56-65,urban,M,yes,German Shepherd,monthly,78.11,dry,No,2022-08-27
9503775c-32c2-449f-ac0c-9b367be86e7b,26-35,suburban,M,yes,Siberian Husky,quarterly,50.41,raw,No,2024-01-17
e6b2c925-2d74-4987-ae1a-15a544ddd4ad,56-65,urban,M,yes,Bulldog,quarterly,189.51,dry,No,2022-10-13
8c217f9c-0800-40dd-bba2-1da5992213df,46-55,suburban,F,yes,Beagle,quarterly,77.6,grain-free,Yes,2023-11-22
47d658f5-cc8e-4d6f-9118-6115b9afefcd,65+,suburban,F,yes,Boxer,monthly,80.11,dry,No,2023-01-29
34831c1f-d34c-4116-b671-3364cc305d7e,26-35,suburban,F,no,Great Dane,weekly,171.17,dry,Yes,2022-12-11
4ac666bf-edea-44e4-b137-17dd415d654f,46-55,suburban,F,yes,Dachshund,weekly,136.6,dry,No,2024-04-07
30cf6e4e-3421-45ac-bb70-be92d1a2c7c2,65+,suburban,M,yes,Dachshund,quarterly,147.83,dry,Yes,2023-07-19
6cfa188f-869d-469d-8e4d-95a75edaebb6,26-35,urban,F,yes,Beagle,quarterly,134.48,raw,No,2022-08-04
dc559856-0346-4ad0-a82f-227afb53c2aa,36-45,suburban,M,yes,Boxer,weekly,190.32,dry,No,2023-03-28
7da5616b-407a-4ea0-9532-b00ca97bc094,18-25,suburban,M,yes,Great Dane,weekly,57.26,dry,Yes,2022-12-15
7bf4e6d2-652c-4304-9c3c-a8c955cf89c2,18-25,urban,M,no,Labrador,weekly,198.03,raw,No,2024-01-29
ef3859be-ace4-4026-b05d-9b7b249d43cf,46-55,urban,F,yes,Rottweiler,monthly,169.57,dry,Yes,2023-01-14
98edd586-f61c-44d3-8fef-abd26797dc85,65+,urban,M,no,Rottweiler,monthly,126.02,dry,No,2023-07-16
1e0e9267-42d0-4221-8629-a9bfd1f80d5c,18-25,suburban,F,yes,Rottweiler,quarterly,139.23,grain-free,Yes,2023-06-26
ea828ce5-df0b-41c2-88e0-46eb4278ab6d,65+,suburban,F,no,German Shepherd,monthly,136.79,raw,Yes,2023-02-27
00c13c99-36c3-4a58-9d04-f2c73fa75a8d,65+,suburban,F,no,Dachshund,quarterly,30.51,wet,Yes,2022-11-30
bf640c8a-0c52-475f-9757-b7b81c1b841d,46-55,suburban,F,yes,Poodle,weekly,59.24,dry,Yes,2022-06-13
ed65677d-2a36-44ba-8c6e-082a2d5790e8,46-55,suburban,M,yes,Poodle,weekly,193.06,grain-free,No,2022-09-02
4902d4cf-9203-4964-a8fb-c815f7de038b,46-55,suburban,F,yes,German Shepherd,quarterly,116.19,raw,Yes,2023-11-07
dfe5de67-f45f-4ee5-b74f-69a42963e709,18-25,urban,F,yes,Beagle,weekly,88.1,dry,Yes,2022-05-12
4ffdf152-544d-47a1-a99b-47aa686ae8e9,46-55,urban,F,yes,Siberian Husky,quarterly,157.17,wet,Yes,2023-04-18
c63242e5-e561-47d0-ab86-595a6cc1baa0,18-25,suburban,M,no,Siberian Husky,quarterly,114.41,dry,Yes,2024-02-27
16966f2b-2051-4775-859f-e51547e9dcd9,46-55,suburban,F,yes,Rottweiler,quarterly,22.37,grain-free,No,2022-05-05
33ed8890-96ec-48a5-bac3-409c83842ed8,56-65,suburban,M,yes,Siberian Husky,monthly,152.52,raw,Yes,2022-11-23
21ef22e4-97c3-4509-bca0-810dc1fb6b90,65+,suburban,F,no,Beagle,quarterly,151.8,grain-free,No,2022-11-08
6116c50e-be74-4597-aee1-06e7ad38dd33,46-55,suburban,M,yes,Labrador,quarterly,49.73,raw,No,2023-06-17
8bc64929-5067-4f0a-8246-f3c68104aff5,26-35,urban,M,no,German Shepherd,quarterly,192.2,wet,Yes,2022-12-10
a6e8da1c-9bd4-4f6f-aa1f-5ff09ca217d0,65+,urban,M,yes,Labrador,monthly,60.3,dry,Yes,2022-05-06
6e988629-7e7e-43ff-9cd0-b5f8f08b4469,65+,suburban,M,no,Dachshund,weekly,102.39,grain-free,Yes,2023-09-02
8283a7aa-0c36-4151-9707-54508bb4236c,46-55,urban,M,yes,Siberian Husky,monthly,40.65,wet,Yes,2024-02-15
d94f350a-ac90-414a-aa07-e9ec954efc32,36-45,suburban,M,no,Great Dane,quarterly,128.59,wet,No,2022-06-14
d0f1a1af-9a69-4b4d-b8fb-60108ef7b276,46-55,suburban,M,no,Rottweiler,monthly,87.58,dry,No,2022-08-14
062918fc-2af1-4a32-82ae-bff53005e039,65+,suburban,M,yes,German Shepherd,weekly,83.57,grain-free,Yes,2022-07-17
c26e0664-92af-43e4-86d6-11e2a1f394a6,26-35,urban,F,yes,Rottweiler,weekly,168.86,dry,Yes,2022-12-02
5df3119a-c296-474d-9f60-951ebad289d7,65+,urban,F,yes,Siberian Husky,quarterly,21.72,dry,No,2023-09-08
7d66be29-a06e-41f5-9961-db690c934786,26-35,suburban,M,no,Bulldog,weekly,163.63,raw,No,2022-10-29
6fe1dfbe-462f-4756-b90d-01498f42bbbe,18-25,urban,M,no,Siberian Husky,monthly,122.86,raw,Yes,2023-01-16
6d6f8c83-05e7-4ca1-9974-0f33ed00aea4,56-65,urban,M,no,German Shepherd,monthly,197.5,dry,Yes,2023-09-06
49f9e2a7-6efe-4f45-bd2d-923e65976982,65+,suburban,F,yes,Poodle,weekly,126.1,raw,Yes,2022-11-06
f03cfcc8-5484-4af4-b324-8a37d81097b2,46-55,urban,F,yes,German Shepherd,quarterly,29.97,grain-free,Yes,2023-12-01
82a37c1b-53ca-4e34-85d4-653439558857,18-25,urban,M,no,Boxer,quarterly,29.12,raw,Yes,2024-03-10
60d7db71-7f96-4262-ad51-e5bab54dc9e6,56-65,suburban,F,yes,Great Dane,monthly,178.97,wet,Yes,2022-11-02
698c9499-c503-48a4-a5ae-0db3ceabf619,46-55,suburban,M,no,Siberian Husky,weekly,171.42,dry,No,2024-03-24
cbc5eefe-c42d-4c78-a27f-cef75f5385c1,36-45,urban,F,yes,Boxer,monthly,82.26,dry,No,2023-01-27
938a06b1-a0cd-48d9-a807-a84a0e5719a3,46-55,suburban,F,yes,Poodle,monthly,131.25,grain-free,No,2023-10-14
309945c5-d86e-4331-aba2-2007701c389a,26-35,urban,F,no,Beagle,monthly,108.13,dry,No,2023-01-17
cfc6076d-84b7-49ec-9eda-078a595b00fe,26-35,suburban,M,yes,Beagle,quarterly,194.09,raw,Yes,2023-12-27
f50acdd8-bcbb-40e8-bd4b-4f648f795378,36-45,suburban,M,yes,Great Dane,weekly,190.99,wet,Yes,2023-07-22
f1dd0ccb-d483-4c07-ae10-ed08d86c7bfe,18-25,suburban,F,yes,Dachshund,weekly,197.09,dry,No,2024-04-02
f7cb06a1-c1fe-496b-862e-1ec2c74a0c30,56-65,suburban,F,yes,Great Dane,quarterly,175.96,raw,Yes,2022-08-06
01930ef8-964a-4bf3-81a7-57546b2a71b9,46-55,urban,F,yes,Great Dane,monthly,183.72,wet,Yes,2023-08-19
90603452-d19d-41fd-b02b-5f96eed69bf4,26-35,suburban,F,no,Great Dane,monthly,59.11,dry,Yes,2023-05-01
e2d51b5a-bb26-4dd7-93ae-7bf92181ec5b,18-25,suburban,M,yes,Great Dane,quarterly,169.58,dry,No,2023-01-04
ddd68de6-ab03-4636-947d-b2fb365149b4,36-45,suburban,F,no,Great Dane,weekly,147.59,dry,No,2023-01-30
3fb712b1-3ba1-4e81-ab2b-899ba66bc803,65+,urban,M,yes,Labrador,quarterly,193.3,wet,No,2023-10-25
83ea8ade-69dd-4c0f-a450-7b24fc04ebda,26-35,urban,M,yes,Poodle,weekly,122.83,dry,No,2022-07-13
35a69541-4d8f-403f-bb53-59d185a2182b,36-45,suburban,M,no,German Shepherd,weekly,35.33,dry,No,2023-06-20
e29efa35-a133-41ee-9e59-e78333ef887d,46-55,suburban,F,no,Siberian Husky,weekly,127.53,raw,No,2022-09-02
774d1282-eb8f-4237-8c0e-e5ac1efa8912,56-65,suburban,F,yes,Boxer,monthly,143.58,raw,No,2023-04-08
e799b8d7-751f-46ac-8c95-e4eff96779a7,26-35,suburban,M,yes,Great Dane,monthly,59.66,raw,Yes,2022-12-12
b0307d06-ac15-483f-b067-62999a0e27f6,26-35,suburban,M,no,Dachshund,quarterly,90.94,raw,No,2023-02-15
4622dff5-8f7c-4ebd-a13f-ee70b58b2ed8,46-55,suburban,F,no,Rottweiler,quarterly,127.73,dry,Yes,2023-09-24
b41d497f-11c7-40e2-8a2e-cc17c08d808c,65+,urban,M,no,Siberian Husky,monthly,87.34,wet,Yes,2022-07-02
b13c70ae-071d-4e87-a8ad-290fe2c4de18,18-25,suburban,F,no,Rottweiler,quarterly,87.49,dry,No,2022-05-03
c9bf942d-2c58-4725-9866-cf9304d67d5b,56-65,suburban,F,yes,Boxer,monthly,43.96,grain-free,Yes,2022-04-27
90e0ff43-cbf2-4a11-a132-c9dd80005e36,26-35,suburban,M,yes,Boxer,monthly,189.33,wet,Yes,2024-01-25
da9816d2-ee60-443b-b9a6-712016c66cf8,56-65,suburban,M,yes,Siberian Husky,weekly,155.09,grain-free,No,2023-02-28
69bafb73-41dd-4ac5-b9be-2a42bb126d78,26-35,suburban,F,yes,Dachshund,weekly,20.22,dry,Yes,2023-07-21
8264b43d-6493-4323-88ad-8d4aa223f4d2,56-65,suburban,F,yes,Labrador,monthly,157.81,wet,No,2023-06-29
2b0f776d-2c86-4ea6-837e-55cb9f77e18c,36-45,urban,M,no,Beagle,weekly,153.16,wet,Yes,2024-01-20
a9582588-f8a7-4ca1-bbb1-114ad779e8fe,26-35,urban,F,no,Boxer,monthly,21.75,raw,Yes,2022-06-27
ae337e83-77e2-463e-8afa-91d556c01081,56-65,urban,M,no,Dachshund,weekly,86.53,dry,Yes,2022-12-09
9355173b-727f-4ab2-9762-b766e1ab1757,18-25,urban,M,yes,Boxer,quarterly,129.21,grain-free,Yes,2023-10-25
a3ca3556-daf0-41f2-b0ad-c6acc5226346,36-45,urban,F,no,Bulldog,quarterly,101.5,wet,No,2022-10-07
b354e731-2d56-4d32-86e3-330ea46f520a,36-45,urban,M,yes,Beagle,monthly,160.04,wet,No,2023-09-28
7bb5ee29-b2dc-4fc1-af83-b6de88f1b157,18-25,suburban,M,yes,Boxer,monthly,96.58,raw,No,2023-06-26
8ef7d254-af50-4b16-8e2e-7837028ba804,56-65,suburban,F,yes,Dachshund,weekly,47.7,wet,Yes,2024-04-01
b192a39c-f995-48ec-8502-a4c663da8379,46-55,suburban,F,no,Boxer,weekly,195.75,raw,Yes,2023-08-18
b9666929-dc58-4683-a89c-025dfa244421,18-25,suburban,F,yes,Rottweiler,monthly,63.57,wet,Yes,2022-09-13
c8bc6c41-b7d1-4d69-a685-6ab826471ebd,56-65,suburban,M,yes,Siberian Husky,quarterly,149.18,wet,Yes,2023-04-14
9d2adac0-0c29-492b-8d26-19a89ffd4280,18-25,suburban,F,no,Siberian Husky,quarterly,45.77,dry,No,2022-05-31
48e8c1a7-197d-4448-a353-4c167c81e2d8,18-25,urban,M,yes,Boxer,monthly,79.22,wet,Yes,2023-04-29
dee114f5-f2d1-402d-8b55-53f66cc8da9b,26-35,suburban,M,no,Dachshund,quarterly,99.56,raw,No,2023-11-05
c123b88c-225e-45ed-9244-af70ea515530,56-65,urban,M,yes,Rottweiler,monthly,54.6,raw,Yes,2023-10-16
9908851a-b2d8-4bc8-92da-3cc8332c13cf,46-55,urban,F,no,Labrador,weekly,100.99,raw,Yes,2024-02-04
45d43303-2707-4bef-b296-52d27207f81a,26-35,suburban,F,yes,Labrador,quarterly,48.29,grain-free,No,2022-09-19
011b0d81-1207-44eb-8726-efea2ca3480b,18-25,suburban,F,yes,Rottweiler,quarterly,120.62,wet,No,2024-03-20
0fc060f0-5d0d-4a86-8340-a8035e26d7ce,65+,suburban,M,no,German Shepherd,weekly,139.47,dry,No,2023-06-29
5b1511be-0b0b-46e1-80ca-4c9e57c9f689,18-25,suburban,F,yes,Dachshund,weekly,31.24,dry,No,2024-01-28
79f293ac-e01d-4260-b355-1c449d2a2a49,18-25,suburban,F,no,Labrador,quarterly,176.8,grain-free,Yes,2022-06-25
451d6456-a844-4308-9f69-c8be84bb47f4,56-65,suburban,F,yes,German Shepherd,quarterly,53.33,wet,No,2022-12-17
047ab318-665c-4579-aff4-a371fb17936a,56-65,suburban,F,no,Dachshund,monthly,60.57,raw,No,2024-03-21
469b89fe-72f7-48d4-9592-5bfb31fe5d75,26-35,urban,M,yes,Rottweiler,monthly,139.04,grain-free,Yes,2023-08-14
a5d72843-5805-43ce-96e2-1156415ad576,46-55,suburban,F,yes,Great Dane,quarterly,104.38,grain-free,Yes,2024-03-30
4a79b2d5-76da-4595-b124-ec811c6b8044,26-35,suburban,F,yes,German Shepherd,monthly,109.89,raw,Yes,2022-11-13
506d62f0-b417-4980-8a66-2803a68b31fd,36-45,urban,F,no,German Shepherd,weekly,43.07,grain-free,Yes,2023-08-20
06e3dd4a-4be5-4c41-a64b-ab4ac906f8ba,18-25,suburban,F,no,Boxer,monthly,165.03,grain-free,No,2022-10-13
3d8f9de7-4a63-4207-97e6-4667d9868ede,65+,suburban,F,no,Poodle,monthly,131.07,raw,No,2023-07-16
c6ddb0de-3cbf-4a01-a434-eb87a6e35d6d,18-25,urban,F,no,Poodle,quarterly,44.37,wet,Yes,2022-08-02
e27b8d28-a3f7-46df-a829-008263127533,18-25,suburban,F,no,Dachshund,monthly,87.32,dry,No,2022-10-03
c75c456f-bef2-45cc-b6e3-a2baf8879a84,26-35,suburban,F,yes,Boxer,quarterly,165.87,dry,No,2022-12-02
8695317f-d091-460b-8af3-5223489ac312,65+,suburban,M,yes,Siberian Husky,quarterly,122.3,raw,Yes,2023-12-13
aaf39e2c-f1a8-4e0d-a254-82220b8c3374,65+,suburban,F,yes,Beagle,quarterly,39.56,raw,No,2024-03-21
42601efd-cc22-43bb-bb2c-db8d559279a2,65+,suburban,F,yes,Great Dane,weekly,87.1,wet,No,2023-09-22
8006ef2b-3170-4fe4-b6c2-372e13c073bd,26-35,suburban,F,yes,Beagle,monthly,63.68,grain-free,Yes,2023-05-07
e961c2be-e794-45e0-beec-7fb1d3ccf36d,18-25,urban,F,no,German Shepherd,monthly,113.14,wet,No,2023-11-29
100dc7ea-129e-4cca-8334-357aed73ab9f,26-35,suburban,F,yes,Bulldog,monthly,171.81,grain-free,No,2023-06-05
1f9a3a3d-81f5-4e7c-a3c3-612fbce1b099,56-65,suburban,F,no,Labrador,quarterly,98.53,grain-free,Yes,2022-05-08
a4f1134d-0f49-4c2c-8611-43f031303c40,56-65,urban,F,yes,Labrador,weekly,98.0,wet,No,2022-09-14
54b6466d-7028-414d-94df-1061afe75886,26-35,urban,F,no,Boxer,quarterly,182.96,raw,Yes,2023-08-23
f8c21d61-b5ab-431e-9dd4-38961077bc60,65+,suburban,M,no,Poodle,monthly,123.71,raw,Yes,2023-08-23
a4e0cbc5-eb88-4682-a712-fbd36ca27eb4,18-25,urban,F,no,Bulldog,quarterly,121.91,wet,Yes,2024-01-12
8a98fcc0-1bd6-443d-80fa-7bd82fc8cde8,26-35,suburban,F,yes,Boxer,quarterly,67.14,grain-free,Yes,2023-08-31
bba68099-3821-480a-ba8f-263674859abd,26-35,suburban,F,yes,German Shepherd,monthly,129.39,grain-free,Yes,2022-06-14
f6d5c6dc-3fd8-437d-897f-8adfa86658b3,26-35,urban,F,yes,Bulldog,quarterly,123.66,grain-free,Yes,2024-04-08
978b3c64-be23-4a37-87ce-43609db73c2e,36-45,suburban,M,yes,Labrador,quarterly,91.43,grain-free,No,2023-04-27
2e9f3ae9-ebb5-495a-806f-483d99bc9f59,56-65,suburban,F,no,Dachshund,weekly,198.33,wet,Yes,2023-07-16
e08d4aff-d02c-4736-b6a4-01eeca7a59f9,65+,urban,M,no,German Shepherd,quarterly,178.74,dry,No,2023-07-07
c039d1e8-494a-406d-9e0e-898c5ff1fca5,46-55,urban,F,no,Boxer,weekly,154.93,raw,Yes,2023-12-01
f28e2d14-32c5-413c-8b7e-ffcb1b11ab47,65+,urban,F,no,Siberian Husky,monthly,116.72,raw,Yes,2022-07-11
f91c1448-282c-47cb-8cfe-f8b979641d60,46-55,urban,F,yes,Rottweiler,weekly,103.17,dry,Yes,2024-02-16
9d247dba-b55e-4270-8766-1cb27b1f7c29,36-45,suburban,M,no,German Shepherd,quarterly,53.28,grain-free,No,2023-08-31
ef0e0fd6-944f-4984-8711-734b98ea17ec,26-35,urban,M,yes,German Shepherd,monthly,75.03,dry,No,2023-06-04
518c7b85-aa84-4a49-b0c1-d813d0a14838,36-45,urban,M,no,Siberian Husky,quarterly,159.31,dry,Yes,2022-10-16
db401d27-8bea-464e-ad96-4e42b3338311,36-45,urban,F,no,Great Dane,quarterly,101.67,dry,No,2023-06-23
394f8c26-b55a-4725-8284-170548f60f1a,18-25,urban,F,no,Dachshund,weekly,178.81,raw,Yes,2024-01-19
1ba1597f-c412-46e7-979b-8a7dff92513a,56-65,urban,F,yes,Siberian Husky,quarterly,46.62,raw,Yes,2022-06-19
e53cd93b-6b6b-49f6-ac0b-d93ebad654c4,46-55,suburban,M,yes,Beagle,weekly,111.5,dry,No,2022-10-04
4dcd230f-dbd5-4aeb-85cc-b8c3a5fc908d,26-35,urban,M,no,Beagle,monthly,136.45,dry,Yes,2022-05-01
df1439ae-ffc5-4b36-94b0-fdc0385011a4,46-55,suburban,M,no,German Shepherd,monthly,113.03,dry,Yes,2022-11-03
5739341c-70b5-4eeb-b693-36543fbe2861,65+,urban,M,no,Great Dane,quarterly,180.06,grain-free,No,2023-11-21
6cf4f344-2f7e-49a1-82d9-39cc421b5535,46-55,urban,M,yes,Labrador,weekly,198.12,grain-free,Yes,2024-03-29
7efb2635-6a69-45f4-ad47-d9e14e8e4395,65+,urban,F,yes,Great Dane,quarterly,40.85,grain-free,Yes,2022-07-07
b2010ad6-8374-491e-aad1-0037aadf2f3b,56-65,urban,M,yes,Beagle,quarterly,43.39,raw,No,2023-08-18
c3cb9c0d-ac51-475e-b474-be9b3639c091,65+,urban,F,no,Great Dane,quarterly,43.46,wet,No,2022-11-24
e677df09-41be-483e-9774-a0f5e6081918,46-55,urban,M,yes,Great Dane,quarterly,142.61,dry,Yes,2023-03-11
0730955a-9da3-4a3b-bdd2-4b53f235fcd4,46-55,urban,F,no,Dachshund,weekly,87.08,dry,Yes,2023-10-31
90341c16-ad0f-4c31-9079-b94a452bbbdb,65+,urban,M,yes,German Shepherd,quarterly,152.0,wet,No,2022-07-30
9b3c1052-9479-46e4-94f2-286dc8c7dfc6,36-45,suburban,F,no,Dachshund,monthly,92.98,dry,No,2022-11-24
3b882c5a-94a0-4b10-8402-7ef1aee6001c,56-65,urban,F,no,Labrador,weekly,132.97,grain-free,Yes,2023-03-16
035a6c8c-462f-4d69-a211-1bb942d6ab45,18-25,suburban,F,yes,Labrador,quarterly,158.57,grain-free,No,2023-04-04
90aba843-a210-4d21-8a73-7dd557ada9c9,26-35,urban,M,no,Beagle,weekly,118.68,wet,No,2024-03-20
ff6e9cff-9e7f-4dbf-b65a-ffadc57a67e6,46-55,suburban,F,no,Boxer,quarterly,117.11,grain-free,No,2022-10-03
bbb25400-e3fb-4f9b-92d0-7d80c4487a02,26-35,urban,M,no,Siberian Husky,monthly,35.88,wet,Yes,2022-06-24
d55e0730-1647-4eaa-91c3-e28e87c3ecf3,18-25,urban,M,yes,Poodle,monthly,93.94,grain-free,Yes,2023-08-19
24ae2501-a44a-4b44-8f83-3d9478110f89,26-35,urban,F,no,German Shepherd,monthly,118.24,dry,Yes,2023-03-26
34b6bf7b-c371-4970-90bf-2b8ed49a4a65,18-25,suburban,M,yes,Boxer,weekly,103.16,raw,Yes,2023-03-22
e66436e8-13cd-4710-a830-d6e5c66e7f35,65+,suburban,F,yes,German Shepherd,monthly,182.14,grain-free,Yes,2023-12-04
eab480c9-3051-4897-a292-04cf3a7924d6,36-45,suburban,F,no,Siberian Husky,quarterly,183.18,wet,No,2022-12-26
dafdc516-6ec5-4af1-97d4-4812b20e964b,46-55,suburban,F,yes,Siberian Husky,quarterly,167.95,raw,No,2023-01-18
f28a92b9-5b32-4214-af36-f682b5b24912,18-25,urban,F,no,Bulldog,quarterly,87.55,dry,No,2022-10-26
54b085ec-a361-4a56-b6f5-5e065dc7137e,26-35,urban,M,yes,Dachshund,weekly,149.11,raw,Yes,2023-08-30
0c7f3213-678d-4e5b-a8a7-d4a7041ac0ee,46-55,urban,F,no,Beagle,weekly,91.15,wet,Yes,2023-04-22
ae6e1461-4bbf-4bd4-b8ab-3665a137fe7c,36-45,suburban,F,yes,Bulldog,monthly,61.87,dry,No,2022-07-04
9df5d340-44d9-4c9b-bbee-05989164cff0,65+,urban,M,no,Labrador,weekly,81.72,dry,No,2024-03-11
78499eac-55e3-4356-8abe-e84d220ec4fc,46-55,suburban,M,no,Poodle,quarterly,32.77,grain-free,No,2022-06-07
2ea52941-b96f-47e3-8aca-340eeb8da878,18-25,suburban,M,no,Beagle,quarterly,79.72,raw,No,2022-06-07
fce6b106-ff9d-435b-a414-ae98ee34a35e,36-45,suburban,M,no,Labrador,quarterly,102.93,grain-free,Yes,2024-04-21
cc0d5e8e-c5aa-4afa-9f84-e1e06024ed39,26-35,suburban,M,yes,Great Dane,weekly,191.99,dry,Yes,2023-11-25
18439426-a98a-4a72-aefb-eab6a4031097,36-45,suburban,F,yes,Dachshund,quarterly,76.41,grain-free,No,2023-06-30
63ed4473-8163-4e2b-b81a-e85e36bd96dc,36-45,urban,M,no,Dachshund,monthly,182.44,grain-free,Yes,2022-07-02
a8422992-1523-44ac-83fd-bc4112eff7ed,56-65,suburban,F,yes,Dachshund,weekly,61.19,wet,Yes,2023-07-28
4facfd28-b78b-497a-b8a7-f77e6caadfce,36-45,suburban,M,no,Bulldog,quarterly,54.37,grain-free,Yes,2024-02-04
c3bf4cf1-3a4b-45aa-b594-72158da03d8c,36-45,urban,M,no,Rottweiler,quarterly,113.42,dry,Yes,2022-11-22
49d032d4-7f5d-4024-a253-569c9742ec77,46-55,suburban,M,yes,Boxer,weekly,141.05,grain-free,No,2023-06-10
81869106-feee-4f02-9d1c-df2f042841de,26-35,suburban,F,yes,Siberian Husky,weekly,27.98,dry,No,2022-12-10
4f1b36cf-deb8-4470-87ed-b05b0e922891,46-55,urban,F,no,Poodle,monthly,59.79,dry,Yes,2022-10-09
e0d9e71a-1942-4839-bc09-cc704144584d,46-55,urban,M,yes,Siberian Husky,weekly,102.02,wet,No,2024-01-15
387e9c14-aa1c-49ad-8636-390eadc8f878,18-25,urban,F,no,Rottweiler,quarterly,79.58,dry,Yes,2023-01-09
f4ffbb9a-4499-49fb-860c-82088cd19188,46-55,suburban,M,yes,Great Dane,monthly,148.27,dry,No,2022-11-01
ca24b391-36c1-4ceb-8534-d44f7014df70,56-65,urban,F,yes,Great Dane,quarterly,112.01,wet,No,2023-04-29
ccd95871-7a9f-43da-9d31-b833f0237282,56-65,urban,F,yes,Great Dane,quarterly,48.86,dry,No,2023-05-16
a890138c-7b65-4236-abf2-25a6d8dc84d2,18-25,urban,M,yes,Beagle,quarterly,181.0,wet,No,2022-09-02
e012515d-1836-4051-b459-ac7a4a51f623,65+,suburban,M,yes,Labrador,weekly,72.72,raw,No,2022-04-24
d2718864-45dd-412c-aeb6-9762eb39ff5c,26-35,urban,M,no,Labrador,weekly,151.6,raw,No,2024-01-16
456f0c28-6a13-4f64-80a1-1f6ea86c13ef,26-35,suburban,F,yes,Great Dane,quarterly,160.38,raw,No,2022-05-31
2110bfb5-77fe-4117-8fa7-d3bd97101736,46-55,suburban,M,yes,Poodle,weekly,193.37,dry,Yes,2022-12-26
87161833-1512-4bf6-bc21-60c5f3c99269,46-55,urban,M,no,Bulldog,quarterly,109.73,grain-free,No,2024-02-16
dc3e2d85-1b8c-48d7-b4c3-88ae9a5df545,65+,suburban,M,no,Poodle,weekly,130.85,wet,Yes,2022-08-28
70286124-aa88-4442-aa56-850d94ebc9a3,46-55,suburban,M,no,Poodle,weekly,80.28,raw,No,2023-12-10
0a1d3e6d-0c9c-4c4e-864e-980e87a2a399,26-35,urban,M,yes,Labrador,weekly,142.07,wet,No,2023-12-05
7c6328e5-d029-4198-85b2-805ddc266c08,36-45,suburban,F,yes,Dachshund,monthly,103.41,raw,No,2022-07-14
98e8b9d1-b59d-4bb7-9328-f2b96642325f,56-65,urban,F,no,Poodle,weekly,98.78,raw,Yes,2023-11-29
1259f202-3294-4361-9419-17e1c9cebfda,36-45,suburban,M,no,Poodle,monthly,173.98,dry,Yes,2022-08-19
550eec31-dca4-4d13-9cee-7a2707728386,36-45,suburban,M,no,Siberian Husky,monthly,29.03,wet,Yes,2024-01-24
66cac7bb-e964-4920-9343-4ce005f35c44,26-35,urban,F,no,Dachshund,monthly,178.75,dry,Yes,2023-03-13
